maze,n_seed,mean,std,iqm,ci_low,ci_high
1,10,0.24498999999999999,0.23307978343143454,0.24165,0.11165,0.38666
2,10,0.42611999999999994,0.1403572489518562,0.39445,0.34999975,0.5144832499999998
3,10,0.59333,0.4328486752511398,0.65555,0.33333,0.83666
