ep_global,maze,steps,reward,avg100,epsilon,avg_loss,crashed,total_steps,total_crashes
1451,2,85,-902.07,-892.78,0.05,907.005958,1,469936,1189
1452,2,91,-912.41,-893.5,0.05,760.998151,1,470027,1190
1453,2,85,-832.99,-893.3,0.05,1235.073512,1,470112,1191
1454,2,408,-607.55,-890.95,0.05,1283.617218,1,470520,1192
1455,2,84,-864.19,-891.09,0.05,604.468896,1,470604,1193
1456,2,86,-841.91,-890.94,0.05,1026.189055,1,470690,1194
1457,2,92,-864.82,-891.34,0.05,1079.83848,1,470782,1195
1458,2,86,-816.39,-891.18,0.05,808.886529,1,470868,1196
1459,2,92,-883.82,-891.78,0.05,934.724659,1,470960,1197
1460,2,407,-444.05,-888.14,0.05,1444.048049,1,471367,1198
1461,2,88,-816.86,-887.9,0.05,1268.50967,1,471455,1199
1462,2,407,-494.33,-884.15,0.05,1177.696949,1,471862,1200
1463,2,86,-842.29,-884.19,0.05,1459.628103,1,471948,1201
1464,2,405,-394.87,-879.62,0.05,1524.348192,1,472353,1202
1465,2,410,-489.68,-876.14,0.05,1398.724177,1,472763,1203
1466,2,409,-481.76,-872.73,0.05,1523.866678,1,473172,1204
1467,2,90,-825.19,-872.7,0.05,1217.73202,1,473262,1205
1468,2,408,-563.16,-869.29,0.05,1626.120047,1,473670,1206
1469,2,412,-502.53,-865.06,0.05,1528.152658,1,474082,1207
1470,2,1000,-572.75,-862.57,0.05,1571.638796,0,475082,1207
1471,2,413,-577.43,-859.96,0.05,1654.353481,1,475495,1208
1472,2,408,-559.4,-856.3,0.05,1494.427589,1,475903,1209
1473,2,89,-805.11,-854.66,0.05,1645.751698,1,475992,1210
1474,2,416,-675.89,-852.69,0.05,1556.953764,1,476408,1211
1475,2,1000,-1900.43,-862.73,0.05,1790.272732,0,477408,1211
1476,2,162,-1600.29,-869.96,0.05,1812.436039,1,477570,1212
1477,2,422,-690.74,-867.83,0.05,1711.624038,1,477992,1213
1478,2,87,-863.82,-867.99,0.05,1013.823489,1,478079,1214
1479,2,1000,-343.12,-863.04,0.05,1546.633937,0,479079,1214
1480,2,1000,-1372.68,-868.52,0.05,1750.94765,0,480079,1214
1481,2,411,-604.89,-866.04,0.05,1701.672555,1,480490,1215
1482,2,103,-1162.49,-868.86,0.05,1766.936387,1,480593,1216
1483,2,409,-458.83,-864.91,0.05,1605.596512,1,481002,1217
1484,2,102,-1166.51,-867.92,0.05,1617.267255,1,481104,1218
1485,2,102,-1166.25,-871.0,0.05,2055.537928,1,481206,1219
1486,2,414,-735.71,-869.98,0.05,1747.998679,1,481620,1220
1487,2,107,-1175.93,-873.24,0.05,1557.605159,1,481727,1221
1488,2,105,-1171.11,-876.13,0.05,1628.862415,1,481832,1222
1489,2,108,-1166.05,-879.01,0.05,2118.388081,1,481940,1223
1490,2,103,-1173.31,-882.53,0.05,2429.336612,1,482043,1224
1491,2,108,-1168.63,-884.95,0.05,1416.522341,1,482151,1225
1492,2,102,-1169.55,-887.58,0.05,1855.486787,1,482253,1226
1493,2,67,-850.37,-887.07,0.05,1835.069906,1,482320,1227
1494,2,110,-1180.67,-890.83,0.05,1417.23844,1,482430,1228
1495,2,109,-1178.4,-894.03,0.05,1842.25292,1,482539,1229
1496,2,411,-439.49,-889.22,0.05,1778.297328,1,482950,1230
1497,2,109,-1169.13,-891.83,0.05,1555.290103,1,483059,1231
1498,2,108,-1174.75,-893.95,0.05,1750.285107,1,483167,1232
1499,2,108,-1168.57,-896.27,0.05,1980.178665,1,483275,1233
1500,2,107,-1164.54,-899.1,0.05,2306.859458,1,483382,1234
1501,2,490,-1513.94,-905.18,0.05,1641.114823,1,483872,1235
1502,2,462,-1215.04,-908.68,0.05,1705.78732,1,484334,1236
1503,2,109,-1181.24,-911.63,0.05,2160.649496,1,484443,1237
1504,2,103,-1175.96,-914.92,0.05,2653.726001,1,484546,1238
1505,2,110,-1181.95,-918.18,0.05,1706.963769,1,484656,1239
1506,2,107,-1169.89,-920.78,0.05,1772.872177,1,484763,1240
1507,2,406,-444.72,-915.84,0.05,2023.584746,1,485169,1241
1508,2,108,-1174.3,-919.05,0.05,2012.464225,1,485277,1242
1509,2,108,-1174.84,-921.61,0.05,1922.829046,1,485385,1243
1510,2,108,-1168.28,-924.79,0.05,2143.675578,1,485493,1244
1511,2,160,-1610.16,-932.38,0.05,1704.717847,1,485653,1245
1512,2,413,-525.99,-928.28,0.05,2139.787696,1,486066,1246
1513,2,400,-550.79,-925.24,0.05,1977.151584,1,486466,1247
1514,2,509,-1869.1,-939.31,0.05,2035.496041,1,486975,1248
1515,2,109,-1182.78,-943.01,0.05,1847.18468,1,487084,1249
1516,2,483,-1714.39,-951.46,0.05,2127.112301,1,487567,1250
1517,2,172,-1075.42,-953.68,0.05,1352.699357,1,487739,1251
1518,2,109,-1176.39,-957.04,0.05,2406.848323,1,487848,1252
1519,2,404,-652.0,-955.11,0.05,2345.853077,1,488252,1253
1520,2,501,-1454.37,-963.99,0.05,2172.98517,1,488753,1254
1521,2,494,-1362.41,-969.05,0.05,1911.687188,1,489247,1255
1522,2,110,-1183.61,-972.49,0.05,2240.263192,1,489357,1256
1523,2,498,-1373.5,-976.96,0.05,2123.432203,1,489855,1257
1524,2,359,-806.41,-975.86,0.05,2684.926692,1,490214,1258
1525,2,109,-1172.97,-959.94,0.05,1724.557964,1,490323,1259
1526,2,131,-1274.56,-964.25,0.05,1858.537357,1,490454,1260
1527,2,405,-460.72,-959.0,0.05,2260.849952,1,490859,1261
1528,2,109,-1177.68,-962.15,0.05,2124.154451,1,490968,1262
1529,2,109,-1175.25,-964.77,0.05,1655.731821,1,491077,1263
1530,2,178,-1090.54,-969.85,0.05,1806.083897,1,491255,1264
1531,2,109,-1173.11,-973.11,0.05,3147.936041,1,491364,1265
1532,2,483,-1169.34,-976.1,0.05,2389.160452,1,491847,1266
1533,2,463,-1416.49,-984.51,0.05,1930.221154,1,492310,1267
1534,2,427,-712.42,-982.26,0.05,2220.067741,1,492737,1268
1535,2,407,-567.4,-978.29,0.05,2178.784657,1,493144,1269
1536,2,406,-586.9,-974.85,0.05,2136.878296,1,493550,1270
1537,2,410,-497.86,-972.0,0.05,2214.633228,1,493960,1271
1538,2,109,-1183.39,-973.36,0.05,1471.495457,1,494069,1272
1539,2,406,-532.47,-969.43,0.05,2039.976854,1,494475,1273
1540,2,405,-459.78,-964.76,0.05,2570.007362,1,494880,1274
1541,2,412,-575.91,-963.45,0.05,2383.555546,1,495292,1275
1542,2,394,-812.33,-963.15,0.05,2360.739165,1,495686,1276
1543,2,404,-651.7,-955.69,0.05,2294.420421,1,496090,1277
1544,2,405,-589.94,-952.99,0.05,1810.642221,1,496495,1278
1545,2,409,-462.12,-948.39,0.05,2273.547915,1,496904,1279
1546,2,404,-584.18,-945.5,0.05,2456.140071,1,497308,1280
1547,2,406,-518.44,-945.17,0.05,2604.720087,1,497714,1281
1548,2,411,-561.57,-930.32,0.05,2280.64784,1,498125,1282
1549,2,406,-553.1,-927.17,0.05,2676.881256,1,498531,1283
1550,2,411,-488.88,-923.74,0.05,2537.494315,1,498942,1284
1551,2,404,-540.93,-920.13,0.05,2509.554486,1,499346,1285
1552,2,402,-733.73,-918.34,0.05,2064.217385,1,499748,1286
1553,2,411,-521.03,-915.22,0.05,2152.378728,1,500159,1287
1554,2,411,-514.76,-914.3,0.05,2262.761241,1,500570,1288
1555,2,416,-735.55,-913.01,0.05,1968.903585,1,500986,1289
1556,2,433,-828.43,-912.88,0.05,2545.550104,1,501419,1290
1557,2,407,-534.33,-909.57,0.05,2109.68337,1,501826,1291
1558,2,404,-574.36,-907.15,0.05,1895.425364,1,502230,1292
1559,2,407,-537.61,-903.69,0.05,2310.113286,1,502637,1293
1560,2,409,-617.76,-905.43,0.05,2387.155592,1,503046,1294
1561,2,418,-595.22,-903.21,0.05,2253.162689,1,503464,1295
1562,2,426,-801.88,-906.28,0.05,1846.433446,1,503890,1296
1563,2,422,-650.6,-904.37,0.05,2012.647539,1,504312,1297
1564,2,407,-553.03,-905.95,0.05,2256.688355,1,504719,1298
1565,2,421,-841.07,-909.46,0.05,2001.716335,1,505140,1299
1566,2,408,-557.08,-910.22,0.05,2285.209783,1,505548,1300
1567,2,406,-482.05,-906.78,0.05,2409.388802,1,505954,1301
1568,2,428,-746.1,-908.61,0.05,2201.768324,1,506382,1302
1569,2,407,-538.59,-908.97,0.05,2565.108315,1,506789,1303
1570,2,421,-899.86,-912.25,0.05,1858.828136,1,507210,1304
1571,2,423,-827.66,-914.75,0.05,2267.551388,1,507633,1305
1572,2,412,-672.37,-915.88,0.05,2076.392955,1,508045,1306
1573,2,410,-621.67,-914.04,0.05,2003.254556,1,508455,1307
1574,2,410,-686.19,-914.15,0.05,1833.103724,1,508865,1308
1575,2,420,-704.54,-902.19,0.05,2198.686823,1,509285,1309
1576,2,420,-751.71,-893.7,0.05,2375.109238,1,509705,1310
1577,2,425,-875.65,-895.55,0.05,2273.095039,1,510130,1311
1578,2,619,-1647.96,-903.39,0.05,2253.951791,1,510749,1312
1579,2,612,-1386.71,-913.83,0.05,2515.927417,1,511361,1313
1580,2,669,-1926.34,-919.36,0.05,2487.894876,1,512030,1314
1581,2,643,-2377.65,-937.09,0.05,2387.824853,1,512673,1315
1582,2,59,-1083.2,-936.3,0.05,2154.153737,1,512732,1316
1583,2,414,-850.36,-940.21,0.05,2340.101839,1,513146,1317
1584,2,165,-1456.56,-943.11,0.05,2483.895658,1,513311,1318
1585,2,67,-839.86,-939.85,0.05,2911.351399,1,513378,1319
1586,2,413,-636.88,-938.86,0.05,2485.819589,1,513791,1320
1587,2,413,-750.4,-934.61,0.05,2777.425584,1,514204,1321
1588,2,624,-1675.57,-939.65,0.05,2325.067431,1,514828,1322
1589,2,435,-901.05,-937.0,0.05,2193.323375,1,515263,1323
1590,2,412,-729.53,-932.56,0.05,2055.421285,1,515675,1324
1591,2,426,-1015.15,-931.03,0.05,2221.067624,1,516101,1325
1592,2,415,-867.76,-928.01,0.05,1902.439918,1,516516,1326
1593,2,413,-886.39,-928.37,0.05,2047.87989,1,516929,1327
1594,2,631,-2613.68,-942.7,0.05,2107.203014,1,517560,1328
1595,2,422,-996.94,-940.89,0.05,2021.813589,1,517982,1329
1596,2,632,-1928.37,-955.78,0.05,2103.678465,1,518614,1330
1597,2,630,-2013.96,-964.22,0.05,2284.106934,1,519244,1331
1598,2,415,-749.39,-959.97,0.05,2547.684299,1,519659,1332
1599,2,434,-947.67,-957.76,0.05,1986.269491,1,520093,1333
1600,2,614,-1964.39,-965.76,0.05,1974.942031,1,520707,1334
1601,1,39,-1359.46,-964.22,0.05,1991.03724,1,520746,1335
1602,1,38,-1353.19,-965.6,0.05,2452.489669,1,520784,1336
1603,1,38,-1352.99,-967.31,0.05,1933.626652,1,520822,1337
1604,1,38,-1350.87,-969.06,0.05,2667.16935,1,520860,1338
1605,1,38,-1351.91,-970.76,0.05,2164.458134,1,520898,1339
1606,1,38,-1352.31,-972.59,0.05,1026.527989,1,520936,1340
1607,1,38,-1345.78,-981.6,0.05,837.020111,1,520974,1341
1608,1,38,-1350.13,-983.36,0.05,1933.47483,1,521012,1342
1609,1,38,-1353.07,-985.14,0.05,2458.801003,1,521050,1343
1610,1,38,-1351.76,-986.97,0.05,1482.491936,1,521088,1344
1611,1,39,-1362.42,-984.5,0.05,1972.46636,1,521127,1345
1612,1,39,-1365.84,-992.89,0.05,2542.882607,1,521166,1346
1613,1,39,-1363.87,-1001.03,0.05,2943.169258,1,521205,1347
1614,1,41,-1355.54,-995.89,0.05,3282.278236,1,521246,1348
1615,1,39,-1360.58,-997.67,0.05,2421.075521,1,521285,1349
1616,1,40,-1376.4,-994.29,0.05,1618.06742,1,521325,1350
1617,1,39,-1360.23,-997.14,0.05,3312.013001,1,521364,1351
1618,1,40,-1370.21,-999.07,0.05,2120.407962,1,521404,1352
1619,1,40,-1368.36,-1006.24,0.05,3062.224409,1,521444,1353
1620,1,40,-1364.62,-1005.34,0.05,4944.789227,1,521484,1354
1621,1,42,-1390.45,-1005.62,0.05,2543.660008,1,521526,1355
1622,1,44,-1211.99,-1005.9,0.05,2230.548532,1,521570,1356
1623,1,41,-1382.41,-1005.99,0.05,2331.810193,1,521611,1357
1624,1,42,-1356.36,-1011.49,0.05,1999.144214,1,521653,1358
1625,1,40,-1364.6,-1013.41,0.05,2129.850182,1,521693,1359
1626,1,1000,5952.09,-941.14,0.05,2774.400158,0,522693,1359
1627,1,1000,5714.91,-879.39,0.05,2747.998961,0,523693,1359
1628,1,675,2586.31,-841.75,0.05,2243.595048,1,524368,1360
1629,1,709,2521.9,-804.78,0.05,2424.918401,1,525077,1361
1630,1,1000,5100.19,-742.87,0.05,2900.383127,0,526077,1361
1631,1,874,1940.69,-711.73,0.05,2831.295796,1,526951,1362
1632,1,37,-1355.81,-713.59,0.05,2636.226273,1,526988,1363
1633,1,35,-1331.34,-712.74,0.05,2480.322125,1,527023,1364
1634,1,49,-1553.86,-721.16,0.05,1048.862774,1,527072,1365
1635,1,34,-1313.99,-728.62,0.05,4415.053041,1,527106,1366
1636,1,34,-1314.52,-735.9,0.05,2135.649969,1,527140,1367
1637,1,35,-1330.15,-744.22,0.05,5086.41446,1,527175,1368
1638,1,35,-1334.84,-745.74,0.05,3611.245637,1,527210,1369
1639,1,35,-1332.7,-753.74,0.05,1304.542299,1,527245,1370
1640,1,35,-1334.08,-762.48,0.05,1486.504188,1,527280,1371
1641,1,34,-1313.99,-769.86,0.05,2061.161517,1,527314,1372
1642,1,34,-1315.19,-774.89,0.05,1656.631742,1,527348,1373
1643,1,35,-1335.18,-781.73,0.05,3345.496423,1,527383,1374
1644,1,35,-1336.3,-789.19,0.05,2125.650006,1,527418,1375
1645,1,35,-1335.36,-797.92,0.05,1810.233221,1,527453,1376
1646,1,36,-1352.19,-805.6,0.05,2917.139665,1,527489,1377
1647,1,36,-1352.56,-813.94,0.05,2236.533101,1,527525,1378
1648,1,34,-1318.28,-821.51,0.05,2367.810869,1,527559,1379
1649,1,36,-1352.3,-829.5,0.05,1691.290475,1,527595,1380
1650,1,35,-1333.48,-837.95,0.05,1765.056587,1,527630,1381
1651,1,36,-1351.4,-846.05,0.05,2137.607844,1,527666,1382
1652,1,35,-1337.01,-852.09,0.05,1098.778916,1,527701,1383
1653,1,35,-1334.46,-860.22,0.05,5435.81599,1,527736,1384
1654,1,35,-1334.15,-868.41,0.05,3832.544376,1,527771,1385
1655,1,35,-1332.19,-874.38,0.05,1147.194839,1,527806,1386
1656,1,37,-1365.28,-879.75,0.05,3268.306884,1,527843,1387
1657,1,35,-1334.19,-887.75,0.05,3712.951275,1,527878,1388
1658,1,35,-1333.31,-895.34,0.05,3348.699953,1,527913,1389
1659,1,37,-1369.11,-903.65,0.05,2506.270865,1,527950,1390
1660,1,38,-1385.67,-911.33,0.05,1420.881868,1,527988,1391
1661,1,48,-1533.33,-920.71,0.05,1998.57962,1,528036,1392
1662,1,43,-1477.17,-927.47,0.05,1726.480888,1,528079,1393
1663,1,43,-1475.88,-935.72,0.05,4013.834982,1,528122,1394
1664,1,44,-1491.42,-945.1,0.05,3223.991446,1,528166,1395
1665,1,43,-1473.58,-951.43,0.05,2445.794766,1,528209,1396
1666,1,37,-1368.67,-959.54,0.05,2194.93068,1,528246,1397
1667,1,41,-1439.87,-969.12,0.05,2456.324786,1,528287,1398
1668,1,43,-1474.15,-976.4,0.05,2285.489866,1,528330,1399
1669,1,48,-1560.44,-986.62,0.05,3291.500497,1,528378,1400
1670,1,46,-1526.86,-992.89,0.05,2465.405853,1,528424,1401
1671,1,42,-1459.29,-999.21,0.05,2041.390122,1,528466,1402
1672,1,53,-1632.61,-1008.81,0.05,1541.999167,1,528519,1403
1673,1,58,-1707.87,-1019.67,0.05,2516.435995,1,528577,1404
1674,1,43,-1474.23,-1027.55,0.05,2061.868521,1,528620,1405
1675,1,38,-1387.4,-1034.38,0.05,2042.912576,1,528658,1406
1676,1,38,-1387.22,-1040.74,0.05,4387.7388,1,528696,1407
1677,1,37,-1368.56,-1045.66,0.05,1952.319704,1,528733,1408
1678,1,38,-1386.94,-1043.05,0.05,1641.695765,1,528771,1409
1679,1,42,-1457.69,-1043.76,0.05,1921.641994,1,528813,1410
1680,1,44,-1492.35,-1039.42,0.05,3790.029669,1,528857,1411
1681,1,43,-1469.76,-1030.35,0.05,2073.580269,1,528900,1412
1682,1,43,-1472.23,-1034.24,0.05,3580.023121,1,528943,1413
1683,1,45,-1504.39,-1040.78,0.05,2994.558846,1,528988,1414
1684,1,48,-1555.31,-1041.76,0.05,1992.413544,1,529036,1415
1685,1,54,-1651.31,-1049.88,0.05,2715.403572,1,529090,1416
1686,1,46,-1525.51,-1058.76,0.05,2702.083513,1,529136,1417
1687,1,43,-1475.11,-1066.01,0.05,3115.926371,1,529179,1418
1688,1,47,-1538.49,-1064.64,0.05,2220.27197,1,529226,1419
1689,1,47,-1540.37,-1071.03,0.05,1206.195232,1,529273,1420
1690,1,49,-1569.38,-1079.43,0.05,3850.610713,1,529322,1421
1691,1,48,-1557.06,-1084.85,0.05,3095.80303,1,529370,1422
1692,1,52,-1621.88,-1092.39,0.05,3420.546637,1,529422,1423
1693,1,49,-1567.04,-1099.2,0.05,2613.394925,1,529471,1424
1694,1,49,-1567.74,-1088.74,0.05,4653.632453,1,529520,1425
1695,1,42,-1457.61,-1093.35,0.05,1091.387924,1,529562,1426
1696,1,41,-1439.64,-1088.46,0.05,4382.000316,1,529603,1427
1697,1,45,-1505.9,-1083.38,0.05,2273.23768,1,529648,1428
1698,1,46,-1520.37,-1091.09,0.05,2810.590374,1,529694,1429
1699,1,35,-1334.12,-1094.95,0.05,2076.337823,1,529729,1430
1700,1,44,-1485.0,-1090.16,0.05,2373.049364,1,529773,1431
1701,2,662,-2498.15,-1101.55,0.05,3059.541575,1,530435,1432
1702,2,659,-2365.07,-1111.66,0.05,2681.656984,1,531094,1433
1703,2,652,-2101.99,-1119.15,0.05,2557.790649,1,531746,1434
1704,2,650,-1927.71,-1124.92,0.05,2939.548662,1,532396,1435
1705,2,673,-2778.02,-1139.18,0.05,2077.741926,1,533069,1436
1706,2,412,-624.81,-1131.91,0.05,2670.68583,1,533481,1437
1707,2,1,-1000.0,-1128.45,0.05,981.65509,1,533482,1438
1708,2,657,-2760.16,-1142.55,0.05,2294.016378,1,534139,1439
1709,2,639,-1878.73,-1147.81,0.05,2302.930645,1,534778,1440
1710,2,424,-866.96,-1142.96,0.05,1865.39041,1,535202,1441
1711,2,427,-890.18,-1138.24,0.05,2478.788656,1,535629,1442
1712,2,399,-470.98,-1129.29,0.05,2755.30466,1,536028,1443
1713,2,611,-1788.84,-1133.54,0.05,2325.185542,1,536639,1444
1714,2,427,-1052.75,-1130.51,0.05,2222.759466,1,537066,1445
1715,2,423,-760.79,-1124.51,0.05,1964.597586,1,537489,1446
1716,2,658,-2768.57,-1138.43,0.05,2289.294828,1,538147,1447
1717,2,421,-723.58,-1132.07,0.05,2228.2,1,538568,1448
1718,2,423,-843.67,-1126.8,0.05,2263.738418,1,538991,1449
1719,2,422,-631.0,-1119.43,0.05,2069.593015,1,539413,1450
1720,2,427,-820.52,-1113.99,0.05,1788.432373,1,539840,1451
1721,2,428,-741.8,-1107.5,0.05,1763.648696,1,540268,1452
1722,2,415,-459.59,-1099.98,0.05,1524.032275,1,540683,1453
1723,2,394,-288.96,-1089.04,0.05,1764.264533,1,541077,1454
1724,2,426,-635.55,-1081.83,0.05,2390.069333,1,541503,1455
1725,2,426,-810.11,-1076.29,0.05,1379.341566,1,541929,1456
1726,2,423,-454.64,-1140.36,0.05,1446.907307,1,542352,1457
1727,2,427,-808.9,-1205.6,0.05,1758.951522,1,542779,1458
1728,2,412,-385.83,-1235.32,0.05,1620.647303,1,543191,1459
1729,2,419,-494.98,-1265.49,0.05,1908.456297,1,543610,1460
1730,2,424,-716.62,-1323.65,0.05,1522.698845,1,544034,1461
1731,2,426,-724.88,-1350.31,0.05,1823.887441,1,544460,1462
1732,2,426,-714.85,-1343.9,0.05,1710.708399,1,544886,1463
1733,2,430,-845.47,-1339.04,0.05,1697.988764,1,545316,1464
1734,2,425,-593.68,-1329.44,0.05,1903.93252,1,545741,1465
1735,2,426,-523.11,-1321.53,0.05,1690.419821,1,546167,1466
1736,2,429,-840.68,-1316.79,0.05,1517.412621,1,546596,1467
1737,2,418,-674.52,-1310.24,0.05,1650.699285,1,547014,1468
1738,2,426,-704.63,-1303.93,0.05,1685.364962,1,547440,1469
1739,2,431,-708.76,-1297.69,0.05,1230.259353,1,547871,1470
1740,2,426,-686.78,-1291.22,0.05,1592.616396,1,548297,1471
1741,2,420,-399.49,-1282.08,0.05,1270.528208,1,548717,1472
1742,2,421,-541.74,-1274.34,0.05,1684.850195,1,549138,1473
1743,2,428,-784.0,-1268.83,0.05,1710.239534,1,549566,1474
1744,2,424,-590.14,-1261.37,0.05,1387.182087,1,549990,1475
1745,2,423,-594.4,-1253.96,0.05,1875.09581,1,550413,1476
1746,2,413,-347.24,-1243.91,0.05,1712.772074,1,550826,1477
1747,2,427,-676.03,-1237.14,0.05,1583.880649,1,551253,1478
1748,2,423,-457.59,-1228.54,0.05,1493.178757,1,551676,1479
1749,2,411,-356.56,-1218.58,0.05,1413.898309,1,552087,1480
1750,2,427,-638.88,-1211.63,0.05,1548.66227,1,552514,1481
1751,2,417,-448.93,-1202.61,0.05,1571.866711,1,552931,1482
1752,2,437,-705.86,-1196.3,0.05,1295.970956,1,553368,1483
1753,2,428,-747.34,-1190.43,0.05,1648.861575,1,553796,1484
1754,2,423,-577.98,-1182.87,0.05,1274.304034,1,554219,1485
1755,2,426,-594.77,-1175.49,0.05,1131.828609,1,554645,1486
1756,2,411,-311.38,-1164.95,0.05,1421.17195,1,555056,1487
1757,2,652,-2288.34,-1174.49,0.05,1300.407153,1,555708,1488
1758,2,648,-2447.05,-1185.63,0.05,1790.110409,1,556356,1489
1759,2,422,-568.95,-1177.63,0.05,1678.085973,1,556778,1490
1760,2,645,-2251.23,-1186.28,0.05,1437.638007,1,557423,1491
1761,2,656,-2169.32,-1192.64,0.05,1621.70169,1,558079,1492
1762,2,652,-2023.73,-1198.11,0.05,1535.140063,1,558731,1493
1763,2,648,-2345.97,-1206.81,0.05,1492.49114,1,559379,1494
1764,2,637,-1997.15,-1211.87,0.05,1430.087439,1,560016,1495
1765,2,650,-2270.37,-1219.84,0.05,1493.797447,1,560666,1496
1766,2,414,-291.48,-1209.06,0.05,1420.711793,1,561080,1497
1767,2,420,-404.51,-1198.71,0.05,1058.872036,1,561500,1498
1768,2,419,-357.37,-1187.54,0.05,1323.514305,1,561919,1499
1769,2,624,-2260.02,-1194.54,0.05,1049.712728,1,562543,1500
1770,2,666,-2767.75,-1206.95,0.05,1129.906496,1,563209,1501
1771,2,412,-258.47,-1194.94,0.05,986.434213,1,563621,1502
1772,2,414,-278.59,-1181.4,0.05,1271.340481,1,564035,1503
1773,2,418,-333.0,-1167.65,0.05,1286.689821,1,564453,1504
1774,2,417,-333.0,-1156.24,0.05,1071.487671,1,564870,1505
1775,2,648,-1849.86,-1160.86,0.05,940.598463,1,565518,1506
1776,2,654,-2246.84,-1169.46,0.05,987.268868,1,566172,1507
1777,2,415,-299.47,-1158.77,0.05,729.808736,1,566587,1508
1778,2,636,-2005.13,-1164.95,0.05,1103.042563,1,567223,1509
1779,2,427,-775.71,-1158.13,0.05,605.544724,1,567650,1510
1780,2,411,-245.4,-1145.66,0.05,639.97508,1,568061,1511
1781,2,411,-215.26,-1133.12,0.05,566.057006,1,568472,1512
1782,2,415,-247.89,-1120.87,0.05,1057.338095,1,568887,1513
1783,2,650,-1969.32,-1125.52,0.05,933.736649,1,569537,1514
1784,2,407,-243.5,-1112.4,0.05,1030.018294,1,569944,1515
1785,2,642,-2089.01,-1116.78,0.05,850.600465,1,570586,1516
1786,2,409,-233.88,-1103.86,0.05,699.486569,1,570995,1517
1787,2,652,-1976.45,-1108.88,0.05,547.653721,1,571647,1518
1788,2,671,-2325.91,-1116.75,0.05,845.179815,1,572318,1519
1789,2,427,-947.45,-1110.82,0.05,1055.113705,1,572745,1520
1790,2,415,-259.05,-1097.72,0.05,739.92298,1,573160,1521
1791,2,677,-2502.09,-1107.17,0.05,647.40346,1,573837,1522
1792,2,661,-2141.87,-1112.37,0.05,675.951679,1,574498,1523
1793,2,661,-2332.42,-1120.02,0.05,694.592377,1,575159,1524
1794,2,425,-663.34,-1110.98,0.05,639.761507,1,575584,1525
1795,2,411,-233.27,-1098.74,0.05,420.484081,1,575995,1526
1796,2,413,-324.15,-1087.58,0.05,671.6566,1,576408,1527
1797,2,186,-716.44,-1079.69,0.05,472.078473,1,576594,1528
1798,2,415,-291.06,-1067.39,0.05,516.394353,1,577009,1529
1799,2,435,-879.48,-1062.85,0.05,470.221903,1,577444,1530
1800,2,651,-2084.46,-1068.84,0.05,706.171785,1,578095,1531
1801,1,1000,6556.57,-978.29,0.05,679.408682,0,579095,1531
1802,1,1000,6713.73,-887.51,0.05,726.490893,0,580095,1531
1803,1,1000,6734.17,-799.14,0.05,670.835475,0,581095,1531
1804,1,1000,6650.1,-713.37,0.05,595.298728,0,582095,1531
1805,1,1000,6704.14,-618.55,0.05,674.892088,0,583095,1531
1806,1,1000,6641.9,-545.88,0.05,688.797982,0,584095,1531
1807,1,1000,6646.78,-469.41,0.05,619.01652,0,585095,1531
1808,1,1000,6647.95,-375.33,0.05,677.229358,0,586095,1531
1809,1,45,-980.04,-366.34,0.05,536.538215,1,586140,1532
1810,1,45,-1004.31,-367.72,0.05,455.784464,1,586185,1533
1811,1,1000,6605.44,-292.76,0.05,781.855636,0,587185,1533
1812,1,1000,6619.38,-221.86,0.05,582.95224,0,588185,1533
1813,1,1000,6632.54,-137.64,0.05,675.333738,0,589185,1533
1814,1,1000,6671.71,-60.4,0.05,506.201869,0,590185,1533
1815,1,1000,6657.7,13.79,0.05,557.637143,0,591185,1533
1816,1,1000,6661.95,108.09,0.05,541.466673,0,592185,1533
1817,1,1000,6665.29,181.98,0.05,691.463185,0,593185,1533
1818,1,1000,6631.03,256.73,0.05,601.245833,0,594185,1533
1819,1,1000,6603.16,329.07,0.05,562.288399,0,595185,1533
1820,1,1000,6694.14,404.22,0.05,578.349875,0,596185,1533
1821,1,37,-1320.24,398.43,0.05,285.18378,1,596222,1534
1822,1,36,-1316.67,389.86,0.05,466.705282,1,596258,1535
1823,1,36,-1317.0,379.58,0.05,168.863145,1,596294,1536
1824,1,1000,6673.89,452.68,0.05,600.061335,0,597294,1536
1825,1,35,-1303.17,447.74,0.05,398.974566,1,597329,1537
1826,1,35,-1305.47,439.24,0.05,537.431886,1,597364,1538
1827,1,36,-1327.38,434.05,0.05,505.88413,1,597400,1539
1828,1,35,-1306.17,424.85,0.05,1210.586438,1,597435,1540
1829,1,36,-1325.01,416.55,0.05,299.912643,1,597471,1541
1830,1,34,-1294.12,410.77,0.05,266.650944,1,597505,1542
1831,1,35,-1305.7,404.96,0.05,905.276176,1,597540,1543
1832,1,35,-1305.68,399.06,0.05,1043.898448,1,597575,1544
1833,1,35,-1306.45,394.45,0.05,772.585703,1,597610,1545
1834,1,1000,6672.95,467.11,0.05,886.542245,0,598610,1545
1835,1,1000,6644.95,538.79,0.05,726.957987,0,599610,1545
1836,1,37,-1341.41,533.79,0.05,1367.457374,1,599647,1546
1837,1,1000,6677.93,607.31,0.05,839.935464,0,600647,1546
1838,1,43,-1349.98,600.86,0.05,603.601181,1,600690,1547
1839,1,1000,6675.1,674.7,0.05,753.735823,0,601690,1547
1840,1,1000,6693.8,748.5,0.05,774.338571,0,602690,1547
